"imaging_files","direct_files","path"
"58","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\PNAS draft\All the 100X\171113_HKK5_IBD5_100x\w3"
"58","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\PNAS draft\All the 100X\180111_HKK5_IBD1_100x\w3"
"58","0","L:\05_Proprioception\Adina\PEZO-1 data for MANUSCRIPT\to upload\Figure 2\Muscles\GFP\240903"
"58","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180111_HKK5_IBD1_100x\w3"
"58","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\180316_HKK5_CB6%D3\100x\w1"
"58","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\PNAS draft\All the 100X\171110_HKK5_ISD5_100x\w3"
"57","38","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\2 - worm6"
"57","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180111_HKK5_CSD3_100x\worm 1"
"57","0","L:\02_Duchenne Muscular Dystrophy\Danny\3_C. elegans\1_PMCA paper\Egg Retention\Data Set 1\BZ33 D2"
"57","38","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\3 - worm5"
"57","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\PNAS draft\All the 100X\180111_HKK5_CSD3_100x\worm 1"
"57","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\180318_HKK5_CB6%D5\w1"
"57","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\081618_HKK22_antigfp\worm 1"
"56","26","L:\02_Duchenne Muscular Dystrophy\Kiley\Figures"
"56","0","L:\02_Duchenne Muscular Dystrophy\Danny\3_C. elegans\1_PMCA paper\dTBC worm paralysis\dataset no good\zw +dtbc bad"
"56","0","L:\02_Duchenne Muscular Dystrophy\Kiley\Papers\Excercise Paper\burrow and crawl muscle health\112718_BZ33_CD5_100x"
"56","0","L:\02_Duchenne Muscular Dystrophy\Kiley\Papers\Excercise Paper\burrow and crawl muscle health\112718_BZ33_CD5_100x\full worm"
"56","4","L:\02_Duchenne Muscular Dystrophy\Adina\AVG60 crawl burrow swim\Swim vs Crawl Neuron\230221_AVG60_swim"
"56","4","L:\02_Duchenne Muscular Dystrophy\Adina\AVG60 crawl burrow swim\Swim vs Crawl Neuron\230221_AVG60"
"56","3","L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\PMCA\shRNA PMCA1\fails\R06 wt only no puro 24h image\PMCA1 no dye"
"56","2","L:\02_Duchenne Muscular Dystrophy\Adina\TF RNAi\dys-1 exprssn in midbody muscles Unc-62 RNAi\240212_L4440\W3"
"56","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\PNAS draft\Full worms 100x\BZ33_CD5_full worm"
"56","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\PNAS draft\Burrowing muscle size\confocal finished"
"56","0","L:\10_AGVG LAB\Confocal E drive backup\Danny\TTY 2"
"56","8","L:\05_Proprioception\Adina\PEZO-1 data for MANUSCRIPT\Figures for pezo-1 draft\Figure 3 and 4 tail muscle activation crawl and swim"
"56","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\PNAS draft\112718_BZ33_CD5_100x\full worm"
"56","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180109_HKK5_CB1%D1_100x\w1"
"56","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\PNAS draft\All the 100X\180109_HKK5_CB1%D1_100x\w1"
"56","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\PNAS draft\112718_BZ33_CD5_100x"
"55","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\180316_HKK22_CB6%D3\100x\w1"
"55","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171103_HKK22_ISD3_100x\w3"
"55","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\180316_HKK5_CB6%D3\100x\w2"
"55","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\PNAS draft\All the 100X\171103_HKK22_ISD3_100x\w3"
"55","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\older confocal not in paper\180318_HKK5_CB6%D5\w2"
"54","1","L:\02_Duchenne Muscular Dystrophy\Danny\3_C. elegans\1_PMCA paper\Egg 3-Fold Brightness\Data Set 1"
"54","31","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171107_HKK5_ISD3_100x\w3"
"54","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180315_HKK5_CB6%D1_100x\w1"
"54","1","L:\02_Duchenne Muscular Dystrophy\Adina\AVG60 crawl burrow swim\AVG60\230227_AVG60\W7A1_m3"
"54","2","L:\02_Duchenne Muscular Dystrophy\Adina\AVG60 crawl burrow swim\Tissue dissociation\240126_AVG60_crawl_tissue dissociation\muscle 23"
"54","2","L:\02_Duchenne Muscular Dystrophy\Adina\TF RNAi\dys-1 exprssn in midbody muscles Unc-62 RNAi\240212_Unc-62\W3"
"54","36","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\Andres 12-10-14 pics\Plates 8,9,10\Image 36 tail"
"54","31","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\PNAS draft\All the 100X\171107_HKK5_ISD3_100x\w3"
"54","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\PNAS draft\All the 100X\180315_HKK5_CB6%D1_100x\w1"
"54","36","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\1 - worm5"
"54","36","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\3 - worm2"
"54","36","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\3 - worm3"
"53","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\earth\earth\w1"
"53","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171103_HKK22_ISD3_100x\w2"
"53","0","L:\02_Duchenne Muscular Dystrophy\Adina\Danny's flash drive"
"53","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\earth\w1"
"53","13","L:\05_Proprioception\Muscle growth paper\Muscle images\240204_N2_crawl_phalloidin and WGA_Final.lif"
"53","1","L:\05_Proprioception\AMsh_Figures\Reorder figure updated"
"53","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\PNAS draft\All the 100X\171103_HKK22_ISD3_100x\w2"
"52","0","L:\02_Duchenne Muscular Dystrophy\Adina\Inverted scope\221101 Pdys 1BFG"
"52","0","L:\02_Duchenne Muscular Dystrophy\Adina\IBU\230425\pics before"
"52","1","L:\02_Duchenne Muscular Dystrophy\Adina\AVG60 crawl burrow swim\AVG60\230227_AVG60\W2A1_m3"
"52","0","L:\02_Duchenne Muscular Dystrophy\Danny\3_C. elegans\1_PMCA paper\Brightness vs Movement\AVG6\Data Set 5"
"52","0","L:\05_Proprioception\Adina\PEZO-1 data for MANUSCRIPT\to upload_converted\Figure 2\Muscles\GFP\240903"
"52","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\PNAS draft\All the 100X\171107_HKK5_ISD3_100x\w1"
"52","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\171107_HKK5_ISD3_100x\w1"
"51","34","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\3 - worm4"
"51","34","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\2 - worm2"
"51","0","L:\02_Duchenne Muscular Dystrophy\Danny\3_C. elegans\1_PMCA paper\RNAi Ion Transport Genes\unc-38\ZW"
"51","49","L:\05_Proprioception\Adina\PEZO-1 data for MANUSCRIPT\to upload\Figure 2\Neurons\240905\GFP\W9"
"51","49","L:\05_Proprioception\Adina\PEZO-1 data for MANUSCRIPT\to upload\Figure 2\Neurons\240905\GFP\W10"
"51","34","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\2015_June\Andres 11-12-14 confocal\3 - worm6"
"50","0","L:\02_Duchenne Muscular Dystrophy\Danny\3_C. elegans\1_PMCA paper\RNAi Ion Transport Genes\L4440\avg"
"50","25","L:\02_Duchenne Muscular Dystrophy\Kiley\Raw data\Confocal\PNAS paper_100x health\171205_HKK5_CB3%D5\worm 4_p3 and redo p1"
"50","25","L:\02_Duchenne Muscular Dystrophy\Manuscripts\JPS518 paper\data PNAS\100x health\171205_HKK5_CB3%D5\worm 4_p3 and redo p1"
"50","1","L:\02_Duchenne Muscular Dystrophy\Adina\AVG60 crawl burrow swim\AVG60\230227_AVG60\W1A1_m37"
"50","2","L:\02_Duchenne Muscular Dystrophy\Adina\TF RNAi\dys-1 exprssn in midbody muscles Unc-62 RNAi\240212_Unc-62\W11"
"50","2","L:\02_Duchenne Muscular Dystrophy\Adina\TF RNAi\dys-1 exprssn in midbody muscles Unc-62 RNAi\240213_L4440\W7"
"50","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\180315_HKK22_CB6%D1_100x\worm 2"
"50","48","L:\05_Proprioception\Adina\PEZO-1 data for MANUSCRIPT\to upload\Figure 2\Neurons\240905\L4440\W6"
"50","0","L:\05_Proprioception\Ella"
"50","0","L:\10_AGVG LAB\09_Individual Folders\High School Students\Nick\SecondAttempt"
"50","0","L:\02_Duchenne Muscular Dystrophy\Raw Data\Confocal images\PNAS draft\All the 100X\180315_HKK22_CB6%D1_100x\worm 2"
"50","49","L:\05_Proprioception\Adina\PEZO-1 data for MANUSCRIPT\AVG60 RNAi pezo-1\240301_AVG60_L4440\W1 mid gfp"
"50","49","L:\05_Proprioception\Adina\PEZO-1 data for MANUSCRIPT\AVG60 RNAi pezo-1\240301_AVG60_L4440\W1 mid mch"
