path,source,also_held_on,file_gb,series_index,series_name,derived,shape,n_x,n_y,n_z,n_t,n_channels,lut_names,bit_depth,fps,duration_s,um_per_px,um_per_z,field_um,z_span_um,calibrated,strain,person,year,error
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,2,wt p 10um 3,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,3,Image004,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,4,Image005,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,5,Image006,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,6,Image007,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,7,Image008,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,8,Image009,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,9,Image010,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,10,Image011,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,11,Image012,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,12,Image013,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,13,Image014,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,14,Image015,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,15,Image016,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,16,Image017,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,17,Image018,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,18,Image019,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,19,Image020,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,20,Image021,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,21,Image022,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,22,Image023,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,23,Image024,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,24,Image025,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,25,Image026,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,26,Image027,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,27,Image028,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,28,Image029,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,29,Image030,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,30,Image031,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,31,Image032,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,32,Image033,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,33,Image034,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,34,Image035,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,35,Image036,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,36,Image037,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,37,Image038,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,38,Image039,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,39,Image040,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,40,Image041,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,41,Image042,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,42,Image043,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,43,Image044,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,44,Image045,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,45,Image046,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,46,Image047,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,47,Image048,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,48,Image049,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,49,Image050,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,50,Image051,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,51,Image052,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,52,Image053,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,53,Image054,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,54,Image055,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,55,Image056,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,56,Image057,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,57,Image058,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,58,Image059,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,59,Image060,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,60,Image061,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,61,Image062,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,62,Image063,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,63,Image064,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,64,Image065,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,65,Image066,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,66,Image067,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,67,Image068,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,68,Image069,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,69,Image070,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,70,Image071,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,71,Image072,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,72,Image073,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,73,Image074,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,74,Image075,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,75,Image076,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,76,Image077,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,77,Image078,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,78,Image079,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,79,Image080,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,80,Image081,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,81,Image082,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,82,Image083,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,83,Image084,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,84,Image086,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,85,Image087,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,86,Image088,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,87,Image089,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,88,Image090,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,89,Image091,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,90,Image092,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,91,Image093,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,92,Image094,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,93,Image095,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,94,Image096,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,95,Image097,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,96,Image098,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,97,Image099,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,98,Image100,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,99,Image101,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,100,Image102,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,101,Image103,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,102,Image104,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,103,Image105,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,104,Image106,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,105,Image107,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,106,Image108,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,107,Image109,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,108,Image110,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,109,Image111,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,110,Image112,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
L:\02_Duchenne Muscular Dystrophy\Danny\1_Skeletal muscle cells\Steroids\myoblasts\steroid myoblasts r1.lif,L_drive,,0.046,111,Image113,,single plane,512,512,1,1,1,Green,8,,,2.275,,1164.8,,yes,,Marchiafava D,,
