path,source,also_held_on,file_gb,series_index,series_name,derived,shape,n_x,n_y,n_z,n_t,n_channels,lut_names,bit_depth,fps,duration_s,um_per_px,um_per_z,field_um,z_span_um,calibrated,strain,person,year,error
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,18,W1_ser004Snapshot all1,,single plane,1373,720,1,1,3,||,8,,,,,,,NO,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,19,W1_ser004Snapshot all2,,single plane,1373,720,1,1,3,||,8,,,,,,,NO,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221205_AVG39.lif,L_drive,scope_PC,3.479,20,W1_ser005Snapshot all1,,single plane,1373,654,1,1,3,||,8,,,,,,,NO,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,0,W1_Series001,,z-stack,2272,992,60,1,3,Green|Red|Blue,8,,,0.0813,0.5484,184.6,32.4,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,1,W1_Series002,,z-stack,2160,1022,60,1,3,Green|Red|Blue,8,,,0.0855,0.6275,184.6,37.0,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,2,W1_Series003,,z-stack,2232,1136,60,1,3,Green|Red|Blue,8,,,0.0827,0.5236,184.6,30.9,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,3,W1_Series004,,z-stack,2344,1223,60,1,3,Green|Red|Blue,8,,,0.0788,0.5894,184.6,34.8,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,4,W1_Series005,,z-stack,2344,1223,60,1,3,Green|Red|Blue,8,,,0.0788,0.8683,184.6,51.2,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,5,W1_Series006,,z-stack,2344,1223,60,1,3,Green|Red|Blue,8,,,0.0788,0.8245,184.6,48.6,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,6,W1_Series007,,z-stack,2344,1223,60,1,3,Green|Red|Blue,8,,,0.0788,0.9823,184.6,58.0,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,7,W1_Series008,,z-stack,2344,1223,60,1,3,Green|Red|Blue,8,,,0.0788,0.8006,184.6,47.2,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,8,W2_Series011,,z-stack,2352,986,70,1,3,Green|Red|Blue,8,,,0.0785,0.3562,184.6,24.6,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,9,W2_Series012,,z-stack,2352,986,36,1,3,Green|Red|Blue,8,,,0.0785,0.3505,184.6,12.3,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,10,W2_Series013,,z-stack,2352,1135,18,1,3,Green|Red|Blue,8,,,0.0785,0.3505,184.6,6.0,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,11,W2_Series014,,z-stack,2352,1135,60,1,3,Green|Red|Blue,8,,,0.0785,0.9208,184.6,54.3,yes,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,12,W1_Series001Snapshot all1,,single plane,1373,728,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,13,W1_Series001Snapshot all2,,single plane,1373,728,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,14,W1_Series001Snapshot all3,,single plane,1373,728,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,15,W1_Series001Snapshot all4,,single plane,1373,728,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,16,W1_Series002Snapshot all1,,single plane,1373,783,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,17,W1_Series002Snapshot all2,,single plane,1373,783,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,18,W1_Series002Snapshot all3,,single plane,1373,783,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,19,W1_Series002Snapshot all4,,single plane,1373,783,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,20,W1_Series002Snapshot all5,,single plane,1373,783,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,21,W1_Series002Snapshot all6,,single plane,1373,783,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,22,W1_Series002Snapshot all7,,single plane,1373,783,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,23,W1_Series003Snapshot all1,,single plane,1373,808,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,24,W1_Series003Snapshot all2,,single plane,1373,808,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,25,W1_Series003Snapshot all3,,single plane,1373,808,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,26,W1_Series005Snapshot Saem,,single plane,1372,870,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,27,W1_Series005Snapshot Saem2,,single plane,1372,870,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,28,W1_Series006Snapshot all1,,single plane,1373,865,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,29,W1_Series006Snapshot all2,,single plane,1373,865,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,30,W2_Series011Snapshot all1,,single plane,1373,684,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,31,W2_Series011Snapshot all2,,single plane,1373,684,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,32,W1_Series001Snapshot all1_000,,single plane,1373,728,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221207_AVG53.lif,L_drive,scope_PC,5.273,33,W1_Series001Snapshot all1_001,,single plane,1373,728,1,1,3,||,8,,,,,,,NO,AVG53,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221209_AVG39.lif,L_drive,scope_PC,5.671,0,Series001,,z-stack,2344,926,70,1,3,Green|Red|Gray,8,,,0.0788,0.5751,184.6,39.7,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221209_AVG39.lif,L_drive,scope_PC,5.671,1,Series002,,z-stack,2152,939,70,1,3,Green|Red|Gray,8,,,0.0858,0.7129,184.6,49.2,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221209_AVG39.lif,L_drive,scope_PC,5.671,2,Series003,,z-stack,2256,968,70,1,3,Green|Red|Gray,8,,,0.0818,0.7296,184.6,50.3,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221209_AVG39.lif,L_drive,scope_PC,5.671,3,Series004,,z-stack,2376,952,70,1,3,Green|Red|Gray,8,,,0.0777,0.8407,184.6,58.0,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221209_AVG39.lif,L_drive,scope_PC,5.671,4,Series005,,z-stack,2224,893,70,1,3,Green|Red|Gray,8,,,0.083,0.6204,184.6,42.8,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221209_AVG39.lif,L_drive,scope_PC,5.671,5,Series006,,z-stack,2264,930,70,1,3,Green|Red|Gray,8,,,0.0815,0.8812,184.6,60.8,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221209_AVG39.lif,L_drive,scope_PC,5.671,6,Series007,,z-stack,2160,1053,70,1,3,Green|Red|Gray,8,,,0.0855,1.0047,184.6,69.3,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221209_AVG39.lif,L_drive,scope_PC,5.671,7,Series008,,z-stack,2224,1054,70,1,3,Green|Red|Gray,8,,,0.083,0.999,184.6,68.9,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221209_AVG39.lif,L_drive,scope_PC,5.671,8,Series009,,z-stack,2352,1016,70,1,3,Green|Red|Gray,8,,,0.0785,0.6247,184.6,43.1,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221209_AVG39.lif,L_drive,scope_PC,5.671,9,Series010,,z-stack,2232,997,70,1,3,Green|Red|Gray,8,,,0.0827,0.7644,184.6,52.7,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221209_AVG39.lif,L_drive,scope_PC,5.671,10,Series011,,z-stack,512,512,70,1,3,Green|Red|Gray,8,,,0.3611,0.5741,184.9,39.6,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221209_AVG39.lif,L_drive,scope_PC,5.671,11,Series012,,z-stack,2160,1013,70,1,3,Green|Red|Gray,8,,,0.0855,0.8664,184.6,59.8,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221209_AVG39.lif,L_drive,scope_PC,5.671,12,Series013,,z-stack,2416,1072,70,1,3,Green|Red|Gray,8,,,0.0764,0.7763,184.6,53.6,yes,AVG39,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221211_AVG59.lif,L_drive,scope_PC,3.252,0,Brainbow seq setting,,single plane,512,512,1,1,6,Blue|Red|Green|Gray|Yellow|Magenta,8,,,0.3611,,184.9,,yes,AVG59,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221211_AVG59.lif,L_drive,scope_PC,3.252,1,Head_Series002,,z-stack,1024,1024,86,1,6,"Blue|Gradient (50,248,254)|Green|Gray|Yellow|Magenta",8,,,0.1998,0.3552,204.6,30.2,yes,AVG59,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221211_AVG59.lif,L_drive,scope_PC,3.252,2,Tail_Series003,,z-stack,1704,585,60,1,6,Blue|Red|Green|Gray|Yellow|Magenta,8,,,0.12,0.474,204.6,28.0,yes,AVG59,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221211_AVG59.lif,L_drive,scope_PC,3.252,3,221212_AVG59_W1_Head_Series001,,z-stack,2384,995,68,1,6,Blue|Red|Green|Gray|Yellow|Magenta,8,,,0.0927,0.3552,221.1,23.8,yes,AVG59,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221211_AVG59.lif,L_drive,scope_PC,3.252,4,221212_AVG59_W2_Head_Series003,,z-stack,2528,1010,90,1,6,Blue|Red|Green|Gray|Gray|Magenta,8,,,0.0875,0.4764,221.1,42.4,yes,AVG59,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221211_AVG59.lif,L_drive,scope_PC,3.252,5,221212_AVG59_W2_Vulva_Image004,,single plane,512,512,1,1,6,Blue|Red|Green|Gray|Gray|Magenta,8,,,0.367,,187.9,,yes,AVG59,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221211_AVG59.lif,L_drive,scope_PC,3.252,6,221212_AVG59_W2_Head_Series003Snapshot all2,,single plane,645,329,1,1,3,||,8,,,,,,,NO,AVG59,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221211_AVG59.lif,L_drive,scope_PC,3.252,7,221212_AVG59_W2_Head_Series003Snapshot all3,,single plane,645,329,1,1,3,||,8,,,,,,,NO,AVG59,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,0,Series001,,z-stack,2256,848,100,1,3,Green|Gray|Red,8,,,0.1091,0.5121,246.1,50.7,yes,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,1,Series004,,z-stack,2232,1026,91,1,3,Green|Gray|Red,8,,,0.1103,0.3552,246.1,32.0,yes,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,2,Series005,,z-stack,2368,1004,90,1,3,Green|Gray|Red,8,,,0.1039,0.4272,246.1,38.0,yes,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,3,Series006,,z-stack,2368,971,69,1,3,Green|Gray|Red,8,,,0.1039,0.3552,246.1,24.2,yes,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,4,Series007,,z-stack,2272,930,81,1,3,Green|Gray|Red,8,,,0.1083,0.3552,246.1,28.4,yes,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,5,Series001Snapshot all1,,single plane,749,390,1,1,3,||,8,,,,,,,NO,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,6,Series001Snapshot all2,,single plane,749,390,1,1,3,||,8,,,,,,,NO,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,7,Series001Snapshot all3,,single plane,749,390,1,1,3,||,8,,,,,,,NO,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,8,Series001Snapshot4,,single plane,620,233,1,1,3,||,8,,,,,,,NO,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,9,Series001Snapshot5,,single plane,620,233,1,1,3,||,8,,,,,,,NO,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,10,Series001Snapshot all4,,single plane,749,370,1,1,3,||,8,,,,,,,NO,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,11,Series001Snapshot all5,,single plane,749,370,1,1,3,||,8,,,,,,,NO,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,12,Series001Snapshot all6,,single plane,749,370,1,1,3,||,8,,,,,,,NO,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,13,Series001Snapshot9,,single plane,620,233,1,1,3,||,8,,,,,,,NO,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,14,Series001Snapshot10,,single plane,620,233,1,1,3,||,8,,,,,,,NO,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,15,Series001Snapshot all7,,single plane,749,370,1,1,3,||,8,,,,,,,NO,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,16,Series001Snapshot all8,,single plane,749,370,1,1,3,||,8,,,,,,,NO,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,17,Series001Snapshot all9,,single plane,749,370,1,1,3,||,8,,,,,,,NO,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,18,Series001Snapshot14,,single plane,620,233,1,1,3,||,8,,,,,,,NO,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221214_AVG57.lif,L_drive,scope_PC,2.841,19,Series001Snapshot15,,single plane,620,233,1,1,3,||,8,,,,,,,NO,AVG57,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,0,W1_Series001,,z-stack,1024,1024,21,1,3,Green|Red|Gray,8,,,0.6674,1.2379,683.4,24.8,yes,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,1,W2_Series002,,z-stack,2048,2048,33,1,3,Green|Red|Gray,8,,,0.2962,1.2379,606.7,39.6,yes,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,2,W2_Series003,,z-stack,2048,2048,23,1,3,Green|Red|Gray,8,,,0.2962,1.2379,606.7,27.2,yes,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,3,W3_Series004,,z-stack,2344,979,101,1,3,Green|Red|Gray,8,,,0.0822,0.2985,192.6,29.9,yes,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,4,W3_Series006,,z-stack,2368,1033,89,1,3,Green|Red|Gray,8,,,0.0813,0.2985,192.6,26.3,yes,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,5,W3_Series007,,z-stack,2464,1259,92,1,3,Green|Red|Gray,8,,,0.0782,0.2985,192.6,27.2,yes,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,6,W3_Series008,,z-stack,2296,1154,116,1,3,Green|Red|Gray,8,,,0.0839,0.2985,192.6,34.3,yes,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,7,W3_Series009,,z-stack,2416,1131,131,1,3,Green|Red|Gray,8,,,0.0797,0.2985,192.6,38.8,yes,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,8,W3_Series010,,z-stack,2312,1010,116,1,3,Green|Red|Gray,8,,,0.0833,0.2985,192.6,34.3,yes,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,9,W2_Series002Snapshot all1,,single plane,765,765,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,10,W2_Series002Snapshot all2,,single plane,765,765,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,11,W3_Series004Snapshot all1,,single plane,763,387,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,12,W3_Series004Snapshot all2,,single plane,763,387,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,13,W3_Series004Snapshot all3,,single plane,763,387,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,14,W3_Series004Snapshot all4,,single plane,763,387,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,15,W3_Series004Snapshot all5,,single plane,763,387,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,16,W3_Series006Snapshot all1,,single plane,764,393,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,17,W3_Series006Snapshot all2,,single plane,764,393,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,18,W3_Series006Snapshot all3,,single plane,764,393,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,19,W3_Series006Snapshot all4,,single plane,764,393,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,20,W3_Series006Snapshot all5,,single plane,764,393,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,21,W3_Series006Snapshot all6,,single plane,764,393,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,22,W3_Series006Snapshot all7,,single plane,764,393,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,23,W3_Series007Snapshot all1,,single plane,765,444,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,24,W3_Series007Snapshot all2,,single plane,765,444,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,25,W3_Series008Snapshot all1,,single plane,765,449,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,26,W3_Series008Snapshot all2,,single plane,765,449,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,27,W3_Series008Snapshot all3,,single plane,765,449,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,28,W3_Series008Snapshot all4,,single plane,765,449,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,29,W3_Series008Snapshot all5,,single plane,765,449,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,30,W3_Series008Snapshot all6,,single plane,765,449,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,31,W3_Series009Snapshot all1,,single plane,764,433,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,32,W3_Series009Snapshot all2,,single plane,764,433,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
L:\02_Duchenne Muscular Dystrophy\Adina\Confocal\221215_AVG44.lif,L_drive,scope_PC,5.816,33,W3_Series009Snapshot all3,,single plane,764,433,1,1,3,||,8,,,,,,,NO,AVG44,Fazyl A,2022,
